"PLAYER NAME","OPP","KICKOFF","WX","SPREAD","O/U","PRED SCORE","PROJ RANK","$ RANK","RANK DIFF","PROJ PTS","SALARY","CPP","PROJ ROSTER %"
"Nathan Carter (ATL - RB)","TB","Sun 1:00PM","","TB -1.5","47.5","23","75","142","67","0.4","$4,000","$0","1-5%"
"Teddy Bridgewater (TB - QB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","46","32","-14","0.4","$6,000","$0","1-5%-"
"Carson Wentz (MIN - QB)","@CHI","Mon 8:15PM","","MIN -1.5","44","23","0","0","0","0.4","$6,000","$0","0%-"
"Tyson Bagent (CHI - QB)","MIN","Mon 8:15PM","","MIN -1.5","44","21.5","0","0","0","0.4","$6,000","$0","0%-"
"Beaux Collins (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","120","169","49","0.3","$4,000","$0","0%-"
"Ko Kieft (TB - TE)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","73","60","-13","0.3","$4,100","$0","1-5%-"
"Brycen Tremayne (CAR - WR)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","121","213","92","0.3","$4,000","$0","0%-"
"Konata Mumpfield (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","122","259","137","0.3","$4,000","$0","0%-"
"DeAndre Carter (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","123","128","5","0.2","$4,000","$0","1-5%-"
"Joshua Dobbs (NE - QB)","LV","Sun 1:00PM","","NE -2.5","43.5","23","48","40","-8","0.2","$6,000","$0","1-5%-"
"Jamal Agnew (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","124","117","-7","0.2","$4,100","$0","1-5%-"
"Foster Moreau (NO - TE) P","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","74","33","-41","0.2","$4,300","$0","0%-"
"Zonovan Knight (ARI - RB)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","76","114","38","0.2","$4,000","$0","0%"
"Charlie Jones (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","125","206","81","0.2","$4,000","$0","1-5%-"
"Tucker Fisk (LAC - TE)","KC","Fri 8:00PM","","KC -3","46.5","22","0","0","0","0.2","$4,000","$0","1-5%-"
"Nikko Remigio (KC - WR)","@LAC","Fri 8:00PM","","KC -3","46.5","25","0","0","0","0.2","$4,000","$0","5-10%-"
"Josh Johnson (WAS - QB)","NYG","Sun 1:00PM","","WAS -6","45.5","26","49","28","-21","0.0","$6,000","$0","0%-"
"Nick Bellore (WAS - RB)","NYG","Sun 1:00PM","","WAS -6","45.5","26","77","85","8","0.0","$4,000","$0","0%"
"Robert Woods (PIT - WR)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","126","57","-69","0.0","$4,800","$0","0%-"
"Ameer Abdullah (SF - RB) O","@SEA","Sun 4:05PM","","SF -2","43.5","23","78","86","8","0.0","$4,000","$0","0%"
"Phillip Dorsett II (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","128","127","-1","0.0","$4,000","$0","5-10%-"
"Michael Burton (DEN - RB) I","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","79","87","8","0.0","$4,000","$0","0%"
"Tyler Ott (WAS - TE)","NYG","Sun 1:00PM","","WAS -6","45.5","26","75","65","-10","0.0","$4,000","$0","0%-"
"Laquon Treadwell (IND - WR)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","129","129","0","0.0","$4,000","$0","0%-"
"Chris Moore (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","130","130","0","0.0","$4,000","$0","0%-"
"Demarcus Robinson (SF - WR) S","@SEA","Sun 4:05PM","","SF -2","43.5","23","131","60","-71","0.0","$4,800","$0","0%-"
"Brandon Allen (TEN - QB)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","51","38","-13","0.0","$6,000","$0","0%-"
"Deshaun Watson (CLE - QB) P","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","52","39","-13","0.0","$6,000","$0","1-5%-"
"Chris Godwin Jr. (TB - WR) O","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","133","132","-1","0.0","$4,000","$0","1-5%-"
"Joe Mixon (HOU - RB) I","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","80","9","-71","0.0","$7,400","$0","0%"
"Trent Taylor (SF - WR) I","@SEA","Sun 4:05PM","","SF -2","43.5","23","134","133","-1","0.0","$4,000","$0","0%-"
"Pharaoh Brown (MIA - TE)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","76","52","-24","0.0","$4,100","$0","0%-"
"Zach Pascal (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","135","118","-17","0.0","$4,100","$0","0%-"
"Kendrick Bourne (NE - WR)","LV","Sun 1:00PM","","NE -2.5","43.5","23","136","80","-56","0.0","$4,500","$0","1-5%-"
"Taysom Hill (NO - TE) P","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","77","14","-63","0.0","$5,000","$0","0%-"
"Michael Gallup (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","137","81","-56","0.0","$4,500","$0","0%-"
"Cedrick Wilson Jr. (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","138","91","-47","0.0","$4,400","$0","0%-"
"Dante Pettis (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","139","119","-20","0.0","$4,100","$0","0%-"
"Braxton Berrios (HOU - WR) Q","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","140","134","-6","0.0","$4,000","$0","0%-"
"DJ Chark Jr. (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","141","82","-59","0.0","$4,500","$0","1-5%-"
"Tim Boyle (TEN - QB)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","53","43","-10","0.0","$6,000","$0","0%-"
"Kyle Allen (DET - QB)","@GB","Sun 4:25PM","","GB -2","47","22.5","54","44","-10","0.0","$6,000","$0","0%-"
"Ross Dwelley (SF - TE)","@SEA","Sun 4:05PM","","SF -2","43.5","23","78","36","-42","0.0","$4,200","$0","0%-"
"John Wolford (JAC - QB)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","55","45","-10","0.0","$6,000","$0","0%-"
"Collin Johnson (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","143","137","-6","0.0","$4,000","$0","5-10%-"
"Andy Isabella (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","144","138","-6","0.0","$4,000","$0","0%-"
"Easton Stick (ATL - QB)","TB","Sun 1:00PM","","TB -1.5","47.5","23","57","48","-9","0.0","$6,000","$0","1-5%-"
"David Sills (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","145","139","-6","0.0","$4,000","$0","1-5%-"
"Mecole Hardman Jr. (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","146","100","-46","0.0","$4,300","$0","0%-"
"Lil'Jordan Humphrey (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","147","92","-55","0.0","$4,400","$0","0%-"
"Tyree Jackson (WAS - TE) I","NYG","Sun 1:00PM","","WAS -6","45.5","26","80","69","-11","0.0","$4,000","$0","0%-"
"Irv Smith Jr. (HOU - TE) I","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","81","70","-11","0.0","$4,000","$0","0%-"
"Diontae Johnson (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","148","63","-85","0.0","$4,800","$0","1-5%-"
"Alexander Mattison (MIA - RB) I","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","83","38","-45","0.0","$4,900","$0","0%"
"Jakob Johnson (HOU - RB)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","84","89","5","0.0","$4,000","$0","0%"
"Trenton Irwin (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","150","109","-41","0.0","$4,200","$0","0%-"
"Andrew Beck (NYJ - TE)","PIT","Sun 1:00PM","","PIT -3","38","17.5","82","71","-11","0.0","$4,000","$0","0%-"
"Donald Parham Jr. (PIT - TE) I","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","83","72","-11","0.0","$4,000","$0","0%-"
"Malik Taylor (DET - WR)","@GB","Sun 4:25PM","","GB -2","47","22.5","151","142","-9","0.0","$4,000","$0","0%-"
"Mitchell Fraboni (DEN - TE)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","84","73","-11","0.0","$4,000","$0","0%-"
"Alex Bachman (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","152","143","-9","0.0","$4,000","$0","5-10%-"
"Steven Sims Jr. (SEA - WR)","SF","Sun 4:05PM","","SF -2","43.5","21","153","144","-9","0.0","$4,000","$0","0%-"
"D.J. Montgomery (IND - WR) I","MIA","Sun 1:00PM","","IND -1.5","46.5","24","154","145","-9","0.0","$4,000","$0","0%-"
"Matt Orzech (GB - TE)","DET","Sun 4:25PM","","GB -2","47","24.5","85","74","-11","0.0","$4,000","$0","0%-"
"Tom Kennedy (DET - WR)","@GB","Sun 4:25PM","","GB -2","47","22.5","155","146","-9","0.0","$4,000","$0","0%-"
"Gunner Olszewski (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","156","147","-9","0.0","$4,000","$0","0%-"
"Brandon Aiyuk (SF - WR) P","@SEA","Sun 4:05PM","","SF -2","43.5","23","157","148","-9","0.0","$4,000","$0","0%-"
"Cam Akers (NO - RB)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","85","80","-5","0.0","$4,100","$0","0%"
"Donovan Peoples-Jones (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","158","149","-9","0.0","$4,000","$0","0%-"
"Clyde Edwards-Helaire (NO - RB)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","86","90","4","0.0","$4,000","$0","0%"
"James Proche II (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","159","150","-9","0.0","$4,000","$0","0%-"
"Isaiah Hodgins (SF - WR)","@SEA","Sun 4:05PM","","SF -2","43.5","23","160","151","-9","0.0","$4,000","$0","0%-"
"Trey Sermon (PIT - RB)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","87","91","4","0.0","$4,000","$0","0%"
"J.J. Taylor (HOU - RB)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","88","92","4","0.0","$4,000","$0","0%"
"Salvon Ahmed (IND - RB) I","MIA","Sun 1:00PM","","IND -1.5","46.5","24","89","93","4","0.0","$4,000","$0","0%"
"Josiah Deguara (ARI - TE)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","86","75","-11","0.0","$4,000","$0","0%-"
"Marquez Callaway (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","161","152","-9","0.0","$4,000","$0","5-10%-"
"DeeJay Dallas (CAR - RB)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","90","71","-19","0.0","$4,200","$0","0%"
"Tarik Black (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","162","153","-9","0.0","$4,000","$0","0%-"
"Patrick Taylor Jr. (SF - RB) I","@SEA","Sun 4:05PM","","SF -2","43.5","23","91","55","-36","0.0","$4,500","$0","0%"
"Trishton Jackson (ARI - WR) I","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","163","154","-9","0.0","$4,000","$0","0%-"
"Lawrence Cager (WAS - TE)","NYG","Sun 1:00PM","","WAS -6","45.5","26","87","76","-11","0.0","$4,000","$0","0%-"
"Mason Kinsey (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","164","155","-9","0.0","$4,000","$0","0%-"
"Tyler Mabry (CAR - TE)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","88","77","-11","0.0","$4,000","$0","0%-"
"K.J. Osborn (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","165","156","-9","0.0","$4,000","$0","0%-"
"Quez Watkins (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","166","157","-9","0.0","$4,000","$0","0%-"
"Sean McKeon (IND - TE)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","89","78","-11","0.0","$4,000","$0","0%-"
"Cody White (SEA - WR) Q","SF","Sun 4:05PM","","SF -2","43.5","21","167","158","-9","0.0","$4,000","$0","0%-"
"Kyle Trask (TB - QB)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","58","51","-7","0.0","$6,000","$0","1-5%-"
"Sam Ehlinger (DEN - QB)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","59","52","-7","0.0","$6,000","$0","0%-"
"Tyler Davis (NE - TE)","LV","Sun 1:00PM","","NE -2.5","43.5","23","90","79","-11","0.0","$4,000","$0","1-5%-"
"Andre Baccellia (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","168","159","-9","0.0","$4,000","$0","0%-"
"Sean Clifford (GB - QB)","DET","Sun 4:25PM","","GB -2","47","24.5","60","53","-7","0.0","$6,000","$0","0%-"
"Desmond Ridder (CIN - QB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","61","54","-7","0.0","$6,000","$0","1-5%-"
"Feleipe Franks (ATL - TE)","TB","Sun 1:00PM","","TB -1.5","47.5","23","91","80","-11","0.0","$4,000","$0","1-5%-"
"Jermar Jefferson (TEN - RB)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","93","94","1","0.0","$4,000","$0","0%"
"Raheem Blackshear (CAR - RB)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","94","82","-12","0.0","$4,100","$0","0%"
"Demetric Felton Jr. (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","169","160","-9","0.0","$4,000","$0","0%-"
"Ihmir Smith-Marsette (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","170","161","-9","0.0","$4,000","$0","0%-"
"Seth Williams (LV - WR) I","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","171","162","-9","0.0","$4,000","$0","5-10%-"
"Brevin Jordan (HOU - TE) I","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","92","41","-51","0.0","$4,200","$0","0%-"
"J.J. Jones (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","172","163","-9","0.0","$4,000","$0","0%-"
"Dominique Dafney (CAR - TE)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","93","81","-12","0.0","$4,000","$0","0%-"
"Chris Blair (ATL - WR)","TB","Sun 1:00PM","","TB -1.5","47.5","23","173","164","-9","0.0","$4,000","$0","1-5%-"
"Michael Carter (ARI - RB)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","95","45","-50","0.0","$4,700","$0","0%"
"Khalil Herbert (IND - RB)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","96","56","-40","0.0","$4,500","$0","0%"
"Dee Eskridge (MIA - WR) Q","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","174","165","-9","0.0","$4,000","$0","0%-"
"Kenny Yeboah (DET - TE) I","@GB","Sun 4:25PM","","GB -2","47","22.5","94","83","-11","0.0","$4,000","$0","0%-"
"Quintin Morris (JAC - TE)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","95","84","-11","0.0","$4,000","$0","0%-"
"Javon Baker (NE - WR)","LV","Sun 1:00PM","","NE -2.5","43.5","23","175","166","-9","0.0","$4,000","$0","1-5%-"
"Ja'Corey Brooks (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","176","167","-9","0.0","$4,000","$0","0%-"
"Jalin Conyers (MIA - TE) I","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","96","85","-11","0.0","$4,000","$0","0%-"
"Treylon Burks (TEN - WR) I","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","177","168","-9","0.0","$4,000","$0","0%-"
"Josh Whyle (GB - TE)","DET","Sun 4:25PM","","GB -2","47","24.5","97","55","-42","0.0","$4,100","$0","0%-"
"Emory Jones (ATL - QB) I","TB","Sun 1:00PM","","TB -1.5","47.5","23","62","60","-2","0.0","$6,000","$0","1-5%-"
"Jashaun Corbin (ATL - RB)","TB","Sun 1:00PM","","TB -1.5","47.5","23","97","97","0","0.0","$4,000","$0","1-5%"
"Ontaria Wilson-DUP (NYJ - WR)","PIT","Sun 1:00PM","","PIT -3","38","17.5","178","170","-8","0.0","$4,000","$0","0%-"
"Lawrance Toafili (NYJ - RB)","PIT","Sun 1:00PM","","PIT -3","38","17.5","98","98","0","0.0","$4,000","$0","0%"
"Kendall Milton (CIN - RB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","99","99","0","0.0","$4,000","$0","1-5%"
"Luke Lachey (HOU - TE)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","98","86","-12","0.0","$4,000","$0","0%-"
"Will Levis (TEN - QB) I","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","63","61","-2","0.0","$6,000","$0","0%-"
"Corey Kiner (SF - RB) I","@SEA","Sun 4:05PM","","SF -2","43.5","23","100","100","0","0.0","$4,000","$0","0%"
"Rakim Jarrett (TB - WR)","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","179","171","-8","0.0","$4,000","$0","5-10%-"
"Ronnie Bell (DET - WR)","@GB","Sun 4:25PM","","GB -2","47","22.5","180","172","-8","0.0","$4,000","$0","0%-"
"Donovan Edwards (WAS - RB)","NYG","Sun 1:00PM","","WAS -6","45.5","26","101","101","0","0.0","$4,000","$0","0%"
"AJ Henning (MIA - WR)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","181","173","-8","0.0","$4,000","$0","0%-"
"Cornelius Johnson (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","182","174","-8","0.0","$4,000","$0","0%-"
"Daniel Jackson (HOU - WR)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","183","175","-8","0.0","$4,000","$0","0%-"
"Adrian Martinez (SF - QB)","@SEA","Sun 4:05PM","","SF -2","43.5","23","64","62","-2","0.0","$6,000","$0","0%-"
"Kevin Austin Jr. (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","184","102","-82","0.0","$4,300","$0","0%-"
"Audric Estime (DEN - RB)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","102","47","-55","0.0","$4,700","$0","0%"
"Chris Tyree (NO - WR) I","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","185","176","-9","0.0","$4,000","$0","0%-"
"Eric Gray (NYG - RB) P","@WAS","Sun 1:00PM","","WAS -6","45.5","20","103","102","-1","0.0","$4,000","$0","0%"
"Mario Williams (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","186","177","-9","0.0","$4,000","$0","0%-"
"David Bell (CLE - WR) I","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","187","178","-9","0.0","$4,000","$0","1-5%-"
"Ulysses Bentley IV (IND - RB)","MIA","Sun 1:00PM","","IND -1.5","46.5","24","104","103","-1","0.0","$4,000","$0","0%"
"MarShawn Lloyd (GB - RB) O","DET","Sun 4:25PM","","GB -2","47","24.5","105","42","-63","0.0","$4,800","$0","0%"
"Ramel Keyton (TEN - WR)","@DEN","Sun 4:05PM","","DEN -8.5","42.5","17","188","122","-66","0.0","$4,100","$0","0%-"
"Greg Dulcich (MIA - TE)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","99","89","-10","0.0","$4,000","$0","0%-"
"Kedon Slovis (ARI - QB)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","65","65","0","0.0","$6,000","$0","0%-"
"Ja'Quinden Jackson (JAC - RB)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","106","104","-2","0.0","$4,000","$0","0%"
"Sincere McCormick (SF - RB)","@SEA","Sun 4:05PM","","SF -2","43.5","23","107","72","-35","0.0","$4,200","$0","1-5%"
"James Mitchell (CAR - TE)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","100","90","-10","0.0","$4,000","$0","0%-"
"Jalen McMillan (TB - WR) I","@ATL","Sun 1:00PM","","TB -1.5","47.5","24.5","189","37","-152","0.0","$5,300","$0","5-10%-"
"Mark Redman (LAR - TE)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","101","91","-10","0.0","$4,000","$0","0%-"
"Graham Mertz (HOU - QB)","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","66","66","0","0.0","$6,000","$0","0%-"
"Jack Stoll (NO - TE)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","102","92","-10","0.0","$4,000","$0","0%-"
"Simi Fehoko (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","190","179","-11","0.0","$4,000","$0","0%-"
"Kene Nwangwu (NYJ - RB)","PIT","Sun 1:00PM","","PIT -3","38","17.5","108","105","-3","0.0","$4,000","$0","0%"
"Austin Trammell (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","191","123","-68","0.0","$4,100","$0","0%-"
"Gary Brightwell (CIN - RB)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","109","106","-3","0.0","$4,000","$0","1-5%"
"Brandon Smith (NYJ - WR)","PIT","Sun 1:00PM","","PIT -3","38","17.5","192","180","-12","0.0","$4,000","$0","0%-"
"Michael Strachan (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","193","181","-12","0.0","$4,000","$0","0%-"
"Shane Zylstra (DET - TE)","@GB","Sun 4:25PM","","GB -2","47","22.5","103","93","-10","0.0","$4,000","$0","0%-"
"Michael Bandy (DEN - WR)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","194","182","-12","0.0","$4,000","$0","0%-"
"Sal Cannella (CLE - TE)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","104","94","-10","0.0","$4,000","$0","1-5%-"
"Michael Jacobson (NO - TE)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","105","95","-10","0.0","$4,000","$0","0%-"
"Quinn Ewers (MIA - QB)","@IND","Sun 1:00PM","","IND -1.5","46.5","22.5","67","68","1","0.0","$6,000","$0","0%-"
"Cole Turner (WAS - TE)","NYG","Sun 1:00PM","","WAS -6","45.5","26","106","96","-10","0.0","$4,000","$0","0%-"
"Erik Ezukanma (JAC - WR)","CAR","Sun 1:00PM","","JAC -3.5","47","25.5","195","183","-12","0.0","$4,000","$0","0%-"
"Jelani Woods (NYJ - TE)","PIT","Sun 1:00PM","","PIT -3","38","17.5","107","98","-9","0.0","$4,000","$0","0%-"
"Erick All Jr. (CIN - TE) P","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","108","99","-9","0.0","$4,000","$0","1-5%-"
"Christian Watson (GB - WR) P","DET","Sun 4:25PM","","GB -2","47","24.5","196","49","-147","0.0","$5,000","$0","0%-"
"Marcus Jones (NE - WR)","LV","Sun 1:00PM","","NE -2.5","43.5","23","197","184","-13","0.0","$4,000","$0","0%-"
"Michael Woods II (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","198","111","-87","0.0","$4,200","$0","1-5%-"
"Kyle Philips (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","199","185","-14","0.0","$4,000","$0","5-10%-"
"Stetson Bennett IV (LAR - QB)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","68","69","1","0.0","$6,000","$0","0%-"
"Xavier Weaver (ARI - WR)","@NO","Sun 1:00PM","","ARI -6.5","43.5","25","200","187","-13","0.0","$4,000","$0","0%-"
"Ronnie Rivers (LAR - RB)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","111","109","-2","0.0","$4,000","$0","0%"
"Bo Melton (GB - WR)","DET","Sun 4:25PM","","GB -2","47","24.5","201","188","-13","0.0","$4,000","$0","0%-"
"Justin Shorter (LV - WR)","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","202","189","-13","0.0","$4,000","$0","5-10%-"
"Nikola Kalinic (ATL - TE)","TB","Sun 1:00PM","","TB -1.5","47.5","23","109","100","-9","0.0","$4,000","$0","1-5%-"
"Skylar Thompson (PIT - QB)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","70","71","1","0.0","$6,000","$0","0%-"
"Pierre Strong Jr. (CLE - RB)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","112","59","-53","0.0","$4,500","$0","1-5%"
"John FitzPatrick (GB - TE)","DET","Sun 4:25PM","","GB -2","47","24.5","110","101","-9","0.0","$4,000","$0","0%-"
"Teagan Quitoriano (ATL - TE)","TB","Sun 1:00PM","","TB -1.5","47.5","23","111","102","-9","0.0","$4,000","$0","1-5%-"
"Velus Jones Jr. (NO - WR)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","203","190","-13","0.0","$4,000","$0","0%-"
"Johnny Johnson III (HOU - WR) O","@LAR","Sun 4:25PM","","LAR -3","43.5","20.5","204","191","-13","0.0","$4,000","$0","0%-"
"Brandon Johnson (PIT - WR)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","205","192","-13","0.0","$4,000","$0","0%-"
"Britain Covey (LAR - WR)","HOU","Sun 4:25PM","","LAR -3","43.5","23.5","206","193","-13","0.0","$4,000","$0","0%-"
"Jacoby Jones (WAS - WR)","NYG","Sun 1:00PM","","WAS -6","45.5","26","207","194","-13","0.0","$4,000","$0","0%-"
"Aidan O'Connell (LV - QB) I","@NE","Sun 1:00PM","","NE -2.5","43.5","20.5","71","72","1","0.0","$6,000","$0","1-5%-"
"Hendon Hooker (CAR - QB)","@JAC","Sun 1:00PM","","JAC -3.5","47","22","72","73","1","0.0","$6,000","$0","0%-"
"Sam Hartman (WAS - QB)","NYG","Sun 1:00PM","","WAS -6","45.5","26","73","74","1","0.0","$6,000","$0","0%-"
"Israel Abanikanda (GB - RB)","DET","Sun 4:25PM","","GB -2","47","24.5","113","111","-2","0.0","$4,000","$0","0%"
"A.T. Perry (DEN - WR)","TEN","Sun 4:05PM","","DEN -8.5","42.5","25.5","208","195","-13","0.0","$4,000","$0","0%-"
"Jabari Small (DET - RB)","@GB","Sun 4:25PM","","GB -2","47","22.5","114","112","-2","0.0","$4,000","$0","0%"
"Mitchell Tinsley (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","209","196","-13","0.0","$4,000","$0","1-5%-"
"Montrell Washington (NYG - WR)","@WAS","Sun 1:00PM","","WAS -6","45.5","20","210","198","-12","0.0","$4,000","$0","0%-"
"Dareke Young (SEA - WR) Q","SF","Sun 4:05PM","","SF -2","43.5","21","211","199","-12","0.0","$4,000","$0","0%-"
"Seth Green (NO - TE)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","112","105","-7","0.0","$4,000","$0","0%-"
"Jake Haener (NO - QB)","ARI","Sun 1:00PM","","ARI -6.5","43.5","18.5","74","27","-47","0.0","$6,500","$0","0%-"
"Jaheim Bell (NE - TE)","LV","Sun 1:00PM","","NE -2.5","43.5","23","113","106","-7","0.0","$4,000","$0","1-5%-"
"Jake Tonges (SF - TE)","@SEA","Sun 4:05PM","","SF -2","43.5","23","114","107","-7","0.0","$4,000","$0","0%-"
"Lance McCutcheon (PIT - WR)","@NYJ","Sun 1:00PM","","PIT -3","38","20.5","212","200","-12","0.0","$4,000","$0","0%-"
"Kaden Davis (CLE - WR)","CIN","Sun 1:00PM","","CIN -5.5","47.5","21","213","201","-12","0.0","$4,000","$0","1-5%-"
"Kendric Pryor (CIN - WR)","@CLE","Sun 1:00PM","","CIN -5.5","47.5","26.5","214","202","-12","0.0","$4,000","$0","5-10%-"
